id_str,username,screen_name,created_at,friends_count,followers_count,favourited_count,statuses_count,full_text,description,text_created_at,text_favourites_count,text_retweets_count,label
1.50E+18,rimkurnia,Rima,Wed Mar 09 04:01:03 +0000 2022,38,0,9,13,"@amt_babel @prabowo @Gerindra Nyata nih, MenhanPrabowo yang saat ini menjadi posisi sebagai Menhan meraih kepercayaan rakyat yg tinggi.

@prabowo @Gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",,Wed Jul 20 08:15:50 +0000 2022,0,0,1
1.53E+18,RayhanaLarasha2,Rayhana Larashati,Thu Jun 09 07:32:38 +0000 2022,78,29,106,162,"INDIKATOR INDONESIA JAUH DARI RESESI DI TENGAH KRISIS EKONOMI GLOBAL

#indonesiahebat #jokowidodo #ekonomikuat #krisisekonomiglobal #ri1 
#세븐틴과_캐럿의_world Cibubur #SEVENTEN #ONEPIECE1054 pemimpin pemersatu bangsa https://t.co/muuqjhhtvF",NKRI,Tue Jul 19 02:01:00 +0000 2022,3,1,1
1.55E+18,PEMERSATU_CEWE,PEMERSATU BANGSA 💦,Thu Jul 14 16:57:55 +0000 2022,1,16,31,13,"Senin ...
Open vcs colmek
No tipu tipu 
Pemimpin Pemersatu Bangsa
Info wa:https://t.co/z7LBLjOqLh https://t.co/YPpY7nnwj3","OPEN VCS BERBAYAR 💯 MEMUASKAN
https://t.co/4dND06dhur",Mon Jul 18 14:07:08 +0000 2022,1,0,1
1.54E+18,kalunakaia1,kalunakaia,Mon Jul 04 06:36:15 +0000 2022,18,0,0,49,"Bamsoet Minta Aparat Sanksi Tegas Oknum Pemasok Amunisi ke KKB Papua
https://t.co/ht89WkhCLn
Rakyat Rasakan Kemajuan",,Sun Jul 10 04:44:24 +0000 2022,0,0,1
1.41E+18,Wati77482332,Wati,Fri Jul 09 21:29:34 +0000 2021,25,20,443,302,"Masyarakat wajib vaksin booster.
Rakyat Rasakan Kemajuan https://t.co/5A59r3n86E",Merah Putih Selalu Dihatiku 🇲🇨,Sun Jul 10 06:31:37 +0000 2022,1,0,1
1.40E+18,syafirasalsa5,syafira salsa,Mon Jun 07 16:24:33 +0000 2021,23,6,70,61,"@SG_Sumsel @prabowo @Gerindra Pak Prabowo Seluruh Kader pasti mendukung Bapak.

@prabowo @Gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",modeling,Wed Jul 20 08:17:04 +0000 2022,0,0,1
1.40E+18,NttInfo,Info NTT,Mon May 24 03:58:27 +0000 2021,103,3,81,1051,"MK konsisten ""presidential threshold"" 20 persen konstitusional. Jokowi Peduli Negeri 
https://t.co/n1SP7DUE25",NTT Beda Naaaaa,Sat Jul 23 02:05:03 +0000 2022,2,1,1
1.54E+18,bns1997_,News apa aj,Wed Jun 15 19:00:01 +0000 2022,4,0,1,12,"Sukses Ditarik 3 Kali, Mainkan Aplikasi Penghasil Uang Saldo DANA Tercepat 2022 Ini

👉👉 https://t.co/31zpS2ha4z 👈👈

👉👉 https://t.co/31zpS2ha4z 👈👈

#SANGE_AAAAAAAAAA
pemimpin pemersatu bangsa
Hamil
Merah CBD
Kominfo
BREAKING NEWS
#ONEPIECE105 https://t.co/i8s3sjhXXJ",,Mon Jul 18 23:36:48 +0000 2022,0,1,1
1.41E+18,EAdvelin,Eva advelin,Tue Jul 13 02:47:57 +0000 2021,27,5,24,26,"@Psadt_lampung @prabowo @Gerindra Semoga sehat Selalu Pak Bowo, maju terus

@prabowo @Gerindra

Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",,Wed Jul 20 08:30:22 +0000 2022,0,0,1
1.41E+18,OktavianIbra,Ibra Oktavian,Mon Jul 12 05:14:41 +0000 2021,78,5,31,45,"@Psadt_lampung @prabowo @Gerindra Bener nih, Pak Bowo menjadi salah seorang kunci penting penentu arah koalisi partai yg ada jelang thn politik.

@prabowo @Gerindra

Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",,Wed Jul 20 08:11:08 +0000 2022,0,0,1
1.41E+18,Aryoandika5,Aryo andika,Tue Jul 13 06:29:59 +0000 2021,39,5,15,24,"@Psadt_lampung @prabowo @Gerindra Mantab nih, Menhan Prabowo di atas di elektabilitas menjadi calon dibanding yang lainnya dgn capaian 25,08 persen.

@prabowo @Gerindra

Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",,Wed Jul 20 08:38:16 +0000 2022,0,0,1
1.53E+18,AgistinaFitri,fitri agistina,Tue May 17 22:28:39 +0000 2022,139,66,6,47,"🔥BONUS NEW 100% 🔥
DEPO 50k jadi  100K
DEPO 100K jadi 200k
 all games slot
info lebih lanjut  WA : 081214710422
LINK DAFTAR: https://t.co/Sg8CTM38vv
#DiskonKilatGrabFood #barjp #webbarjp #Jombang #TangkapAbuJanda #RipLegend https://t.co/1GPxwM9U8w",BARJP AGEN JUDI SLOT ONLINE TERPERCAYA NO 1 DI ASIA DENGAN LISENSI RESMI,Thu Jul 07 17:48:41 +0000 2022,4,0,1
1.44E+18,annisajaylani_,Annisa,Fri Sep 24 15:56:41 +0000 2021,0,0,0,40,Anggota DPRD Mataram Dukung AHY Jadi Presiden 2024 https://t.co/XbkVWiZov1 #DemokratBersamaRakyat AHY Pemimpin Perubahan,Lanjutkan Ke Timur🏳,Tue Aug 02 08:12:45 +0000 2022,0,0,1
1.53E+18,Shousuke911,Shousuke,Tue Jun 07 02:11:22 +0000 2022,5,0,0,272,"Sep baca
Jokowi Peduli Negeri https://t.co/X4z1N3NkKf",wassup,Sat Jul 23 02:53:22 +0000 2022,0,0,1
2821072171,Papuanewss,Papua News,Sat Sep 20 04:28:41 +0000 2014,28,0,0,19,Polri Harus Tambah Personel dan Basmi KST Papua. Rakyat Rasakan Kemajuan https://t.co/hJOXFuke6j,,Sun Jul 10 05:47:07 +0000 2022,0,0,1
1.54E+18,amiesbaubadan,Amiesbaubadan,Sun Jun 19 04:49:06 +0000 2022,17,8,5,225,"Kasus Covid-19 Meningkat, Vaksinasi Booster

Jokowi Peduli Negeri https://t.co/sloW9bR1Ky",Amiesbaubadan,Sat Jul 23 04:29:52 +0000 2022,0,0,1
1.53E+18,wennymolsahi,wennymolsahi,Sat May 14 11:38:30 +0000 2022,6,2,194,622,"@IndahCn6 Masyarakat Diminta Tetap Patuhi Protokol Kesehatan Dan Wajib Vaksinasi Lengkap Hingga Booster
Jokowi Peduli Negeri",,Sat Jul 23 03:01:28 +0000 2022,0,0,1
1.43E+18,mutialisa4,mutia lisa,Mon Sep 06 09:27:02 +0000 2021,29,13,37,60,"@Psadt_lampung @prabowo @Gerindra Kabarnya, disampaikan Hakim level elektabilitas capres bisa menjadi pertimbangan partai saat membuat koalisi.

@prabowo @Gerindra

Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",sepupunya batman,Wed Jul 20 08:00:22 +0000 2022,0,0,1
7.06E+17,GsagKpo,gsag,Sun Mar 06 03:24:53 +0000 2016,0,1,1,249,"@TamaraSukma Airlangga: kasus covid-19 naik sedikit, pemerintah antisipasi dengan gencarkan vaksinasi ketiga. Rakyat Rasakan Kemajuan",uyy,Sun Jul 10 05:19:56 +0000 2022,0,0,1
395343792,iye_bos,iri bilang bos,Fri Oct 21 14:32:42 +0000 2011,514,107,65,2609,"Hanya sekedar bantu temen.
Barangkali ada yg mau beli sapi kurban, bisa hubungi muhammad ibnu:

🟩No telepon: 087848721945 (bisa WA)
🟩Lokasi: Pengadengan Utara, Jakarta Selatan

Siap kirim Jabodetabek 🚛
#TangkapAbuJanda https://t.co/QqQJSv6QVJ",,Thu Jul 07 12:07:22 +0000 2022,0,1,1
1.55E+18,Ryoprat12371144,Ryopratama,Tue Jul 12 06:13:41 +0000 2022,50,12,0,70,"Kasus Covid-19 Meningkat, Vaksinasi Booster

Jokowi Peduli Negeri https://t.co/QAF5ISLFte",Aku pancasila,Sat Jul 23 04:31:14 +0000 2022,0,0,1
1.38E+18,KontenPolitik,konten politik,Mon Apr 12 16:25:04 +0000 2021,2604,2066,9,650,"Program itu melibatkan 6.500 masyarakat untuk KSW dan lebih dari 7.700 pelaku usaha lkal untuk Program Pelatihan dan Pengembangan Pemasaran Online dan Peningkatan Kualitas Layanan. #UpayaSejahterakanUMKM #KemajuanIndustriRI
Kapolda
masa depan nkri
mega usung puan
@Kemenparekraf https://t.co/r9sFzBuJOq",Satukan NKRI,Thu Jul 21 08:37:48 +0000 2022,9,3,1
1.16E+18,Sherly0ctaviany,ً,Tue Aug 13 10:42:26 +0000 2019,5276,5335,14471,9652,"Rafi Shinzo Abe Dosen Telkom Kita Rakyat Terbaik Rakyat Rasakan Kemajuan Qurban Daging Tulang Kambing

Pemerintah Indonesia Harus Menghentikan Kerjasama Pengembangan Pesawat Tempur KF-21 Dengan Korea Selatan. Harga Diri Bangsa Harus Dipertahankan.
https://t.co/mSq3ODHq3t",{\෴/}                                                                 ( °‿° )🌿                                                         (”)__(”),Sun Jul 10 07:51:48 +0000 2022,0,0,1
1.55E+18,Regenia27545315,Regenia,Sun Jul 10 08:04:23 +0000 2022,0,0,0,41,"Sadis! KKB Datangi Lalu Bunuh Penambang Emas di Pegunungan Bintang Papua
https://t.co/U7yOtjrmQz. Jokowi Peduli Negeri",,Sat Jul 23 03:40:53 +0000 2022,0,0,1
1.26E+18,NatizenRi,Ririn,Sun May 17 01:44:49 +0000 2020,384,472,50082,34295,@PDemokrat @galery_ahy AHY Pemimpin Perubahan #DemokratBersamaRakyat,,Tue Aug 02 13:11:37 +0000 2022,0,0,1
1.47E+18,RiskaVcsReall,OPEN VCS&BO 🥰❤️💦,Thu Dec 16 16:35:55 +0000 2021,0,2807,63,86,"Hadir untuk melayani kamu pemimpin pemersatu bangsa,yang belum tidur open #vcs yuk 
https://t.co/mt05XMvXPB
#SANGE_AAAAAAAAAAH https://t.co/1DOKOFfSlU","ONLY VCS&BO
Minat? https://t.co/Py9dZF25s3",Mon Jul 18 19:35:03 +0000 2022,1,0,1
1.54E+18,CitraSaury,Citra Saury,Sat Jun 11 15:36:46 +0000 2022,22,0,26,36,"Perhatian terhadap kesulitan yang dihadapi warga dalam pemenuhan kebutuhan pokok sehari-hari dinilai menjadi pendorong utama bagi perbaikan tingkat kepuasan terhadap Joko Widodo. @jokowi 

 #muhammadiyah #ถ้าเราเจอกันอีกNuNew pemimpin pemersatu bangsa Series 5G Kominfo https://t.co/5XZFAVoCVz",,Tue Jul 19 00:24:43 +0000 2022,1,1,1
1.48E+18,kwaciematahari,Sho Pee,Tue Jan 11 10:38:47 +0000 2022,1307,840,682,616,"korean sling bag✨️

link https://t.co/CQbMHPQMwM

#yks2022 
#Lewandowski 
#หาเสี่ยเลี้ยง 
#jhope_MORE 
Menuju Prestasi Dunia
Piala Prabowo Subianto
Nusantara Open 2022
#KinnPorscheEP15 
Hujan
#PrayForGarut https://t.co/FFBfWKqIVv",Racun Shopee yang sangat menggoda🧡,Sat Jul 16 08:01:24 +0000 2022,1,0,1
1.46E+18,MohamadAzalia,Nazwa Sidrap,Fri Nov 05 12:25:31 +0000 2021,30,8,0,488,"Cegah penularan varian Covid-19 dengan taat protokol kesehatan. 

Jokowi Peduli Negeri https://t.co/EwwwSTllKn",Mencari Jati Diri,Sat Jul 23 03:50:01 +0000 2022,0,0,1
1.50E+18,PramFarendra,Pram Farendra,Wed Mar 02 04:55:01 +0000 2022,13,245,497,372,"Ingatkan Vaksinasi Booster, Dokter Reisa: Sistem Kekebalan Tubuh Turun Usai 6 Bulan
Jokowi Peduli Negeri
https://t.co/oEVpgRT6zL",Just another pain,Sat Jul 23 06:33:04 +0000 2022,0,0,1
1.42E+18,sania_nzi,Sania Nur,Wed Jul 14 22:08:48 +0000 2021,13,5,3,177,"Sudah Terbukti! Kombinasi Vaksin Booster dan Penerapan Prokes ampuh melindungi kita dari paparan virus BA.4 dan BA.5. Jokowi Peduli Negeri

#patuhiprokes #vaksinbooster #vaksinaman #vaksinhalal #yukvaksin #wadpadacovid19 #satgascovid19 https://t.co/6Eqglc7ORn",Berharap seperti dulu,Sat Jul 23 02:04:00 +0000 2022,0,0,1
1.54E+18,Nasionalis88,Indonesia maju,Sun Jul 03 07:46:15 +0000 2022,10,4,8,568,"BRIN Sangat berterimakasih atas bantuan pembangunan rusun oleh Pemerintah.

#PastiIndonesiaMaju https://t.co/nTv9iHiMzp",Majulah Indonesia Bangsaku,Sat Jul 16 00:03:54 +0000 2022,0,0,1
1.53E+18,nedstefan32,ned Stefan32,Tue Jun 07 01:58:38 +0000 2022,5,0,0,170,Sipil nduga Jokowi Peduli Negeri https://t.co/0nVbEwlkJZ,let me order some food,Sat Jul 23 03:01:24 +0000 2022,0,0,1
1.50E+18,RifiMahmud,Rifi Mahmud,Thu Mar 10 22:27:53 +0000 2022,44,132,108,422,"Kasus Covid-19 Meningkat, Vaksinasi Booster

Jokowi Peduli Negeri https://t.co/sEN5GGeL0N",Cieeeee,Sat Jul 23 04:27:11 +0000 2022,0,0,1
1.43E+18,RenyWhyn,Reny wahyuni,Wed Aug 18 03:37:46 +0000 2021,16,5,32,33,"@AMT_Kepri @prabowo @Gerindra Seluruh Kader maju bersama Pak Prabowo calon 2024.
@prabowo
@gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",T,Wed Jul 20 08:49:20 +0000 2022,0,0,1
1.40E+18,jakulunlappung,Jak Ulun Lappung,Thu Jun 10 19:07:39 +0000 2021,10,34,37,3383,"Age of Ultron | BRIN | Raketnya |  Klepon | #SaatnyaPegangKendali | Duka Untuk Indonesia | Congratulation Sir | Kelas 1 | #2023Elections | #BiroJomblo | Islamophobia

Menkominfo Bakal Blokir Platform Digital Raksasa Google, Twitter, Meta, Netflix https://t.co/2TeRiVPJnl",Official Lappung Media Network,Sun Jul 17 14:50:21 +0000 2022,0,0,1
1.54E+18,PrasantiEva,Eva Prasanti,Thu Jun 23 08:39:31 +0000 2022,48,24,19,26,"Kaya Manfaat, Jokowi Perintahkan Menteri KUKM Produksi Minyak Goreng Merah

#PesonaIndonesia #Indonesia  WELCOME TO SVT #LangkahTepatKapolri Semangat Jaga Obyektifitas #เตนิวจ๋าโพก้า4ขวบแล้ว Cibubur jokowi prabowo akrab Pemimpin Pemersatu Bangsa Cegah Penularan Covid https://t.co/q1pS0OVXBt","Membela NKRI | NKRI Harga Mati | No porn | No Kadrun | indonesia Dihati | Kawal NKRI
#nkrihargamati
#pejuangmerahputih",Tue Jul 19 04:26:34 +0000 2022,1,1,1
1.34E+18,Malliqq,Maliq,Wed Dec 16 08:29:23 +0000 2020,36,23,2933,2603,@MasKuma10919014 makin cepat vaksin makin cepat pandemi selesai Jokowi Peduli Negeri,yakinlah,Sat Jul 23 06:55:58 +0000 2022,1,0,1
1.40E+18,Rifdanabila18,Rifda nabila,Mon Jun 07 08:03:53 +0000 2021,28,1,69,58,"@SG_Sumsel @prabowo @Gerindra Betul banget, Prabowo jadi salah satu poros penting penentu arah koalisi partai yg siap menjelang Pemilu.

@prabowo @Gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",Kamuuu😍,Wed Jul 20 07:53:37 +0000 2022,0,0,1
1.53E+18,tasya0545,tasya0545,Fri May 20 01:57:25 +0000 2022,21,6,82,560,"Cegah Varian Baru Covid 19 Merajalela ,Jokowi Peduli Negeri https://t.co/A5t1CsZX7y",,Sat Jul 23 02:15:27 +0000 2022,0,0,1
1.54E+18,tyutar2,tyutar,Wed Jul 06 05:06:30 +0000 2022,18,1,2,435,"Ayo booster
Jokowi Peduli Negeri https://t.co/IrvljEW5Z4",Fyuhyu,Sat Jul 23 03:25:19 +0000 2022,0,0,1
1.54E+18,rusydahhanifa,Rusydahhanifa,Sat Jun 18 22:51:57 +0000 2022,18,1,14,158,"@Joroy03 Dukung percepatan vaksinasi demi terciptanya Herd Immunity., Jokowi Peduli Negeri",,Sat Jul 23 06:26:40 +0000 2022,0,0,1
790240339,BritannyFezz,Britannyyyy,Wed Aug 29 22:01:06 +0000 2012,0,0,39,59,"Mahfud Md: Musuh Kita Bukan Papua, tapi KKB!
https://t.co/xnHQ2ec8G6.
Jokowi Peduli Negeri",,Sat Jul 23 01:37:43 +0000 2022,2,0,1
1.50E+18,larinutari,Larina,Wed Mar 09 04:35:23 +0000 2022,23,0,11,12,"@ss_papuabrt @prabowo @Gerindra Info, menurut Hakim level elektabilitas capres sangat menjadi perhitungan partai dlm membentuk koalisi.

@prabowo @Gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",,Wed Jul 20 08:23:55 +0000 2022,0,0,1
1.50E+18,larasvindya,laras,Wed Mar 09 03:15:11 +0000 2022,29,0,10,12,"@ibpbali @prabowo @Gerindra Pak Bowo Saya siap memenangkan Bapak.

@prabowo @Gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",,Wed Jul 20 08:04:33 +0000 2022,0,0,1
1.53E+18,Claris_s4,Clarissa,Mon Jun 06 22:56:31 +0000 2022,6,1,4,341,"Sip baca
Jokowi Peduli Negeri https://t.co/GMdR4nqMzs",Loving the nature💕,Sat Jul 23 02:55:07 +0000 2022,0,0,1
988872734,fionapcaber,Feon,Tue Dec 04 14:22:17 +0000 2012,80,8,22,369,@sania_nzi Sudah teruji dan terbukti secara klinis dan klenik. Jokowi Peduli Negeri,"I'am a strong woman💪🏻👩🏼Becuase a strong woman never give up!👊🏼just trust and believe in god,🙌🏼all things are possible.❤️🙏🏻",Sat Jul 23 03:50:59 +0000 2022,0,0,1
1.53E+18,tante_tini78,tante tini hot,Thu Jun 09 15:55:34 +0000 2022,5,787,8141,263,pemimpin pemersatu bangsa yg mau order vcs sama aku yuk di jamin crot info wa cek bio #SANGE_AAAAAAAAAA https://t.co/j33e8BkDf0,open vcs real💯 bisa bantu like dan retweet nya beb😍 https://t.co/vra2aZ9NlP,Tue Jul 19 00:00:02 +0000 2022,2,0,1
1.33E+18,_ZahwaSfiera,Zahwa Bathef,Tue Nov 24 13:15:02 +0000 2020,826,3788,4838,5246,"semuanya menikmati keindahan lantunan ayat-ayat cintaNya~

#Haji2022
#Hajj

_______nitip
Namjoon | New York | Telkom | Kevin | Rafi | Kasian | Rakyat Rasakan Kemajuan | Gereja https://t.co/q0iIt8xvE0","Indonesia, Bali | Muslim | Sister of 2 Brother  | aku suka Alam 🏞️ | Diving = Life 🥽🐠🌊🦺 | Like a Rainbow Color | Wanna be a Wife :)",Sun Jul 10 06:38:23 +0000 2022,188,24,1
1.53E+18,RiniSida,Rini Sida,Thu Jun 02 02:37:53 +0000 2022,1,0,129,396,"@ernilazulni1 Politik identitas harus dihindari
Jokowi Peduli Negeri",Hy,Sat Jul 23 02:55:53 +0000 2022,0,0,1
1.28E+18,sekar_melatii,yayang,Thu Jul 16 08:40:25 +0000 2020,94,497,2213,2506,"Rakyat Rasakan Kemajuan setelah ada trend #selfielebaran sehingga Aku mengirimkan #ShopeePayThr🧧. Ayo, ambil di sini sebelum habis 👉👉 
https://t.co/RFZazbdLwJ
https://t.co/RFZazbdLwJ https://t.co/7TqogyYYEX","dulu yang ngga banget, jadi ngalah 'yaudah gpp'",Sun Jul 10 05:06:42 +0000 2022,0,0,1
1.36E+18,maduraindo03,maduraindo03,Wed Feb 17 04:52:52 +0000 2021,24,153,6,728,"Ayo Vaksinasi Booster
Rakyat Rasakan Kemajuan https://t.co/e71DtZtpdb",#JagaPersaudaraan #NKRIHargaMati,Sun Jul 10 05:59:40 +0000 2022,0,0,1
558502968,asui_shiteru,asui shiteru,Fri Apr 20 07:49:18 +0000 2012,27,10,11,174,"Jokowi Peduli Negeri - Sadis KST bacok dan tembak pendeta elias erbaye hingga tewas.,.,,, https://t.co/be7lbDrJol",^_^,Sat Jul 23 04:52:39 +0000 2022,0,0,1
1.46E+18,andri_fajari,andri fajari,Thu Nov 04 08:53:51 +0000 2021,2,0,20,7,Kebersamaan ini sudah berlangsung cukup lama https://t.co/hbZujd8UXt #DemokratBersamaRakyat AHY Pemimpin Perubahan,Hanya manusia biasa,Tue Aug 02 14:22:33 +0000 2022,0,0,1
2196112045,Prily_Manarisip,Prily Manarisip,Fri Nov 15 14:48:35 +0000 2013,9,1,0,222,DOB Mengurangi pengangguran di Pedalaman Papua ! Jokowi Peduli Negeri https://t.co/A2p0XgTUCD,,Sat Jul 23 03:48:39 +0000 2022,0,0,1
1.38E+18,Wastaniekosusi2,Wastaniekosusilo,Fri Apr 16 22:27:57 +0000 2021,700,1003,9302,11410,"Membangun koalisi, kami mengedepankan kesepahaman, serta mendengarkan aspirasi publik yg inginkan perubahan. Sejauh ini, kami merasa nyaman dgn Nasdem &amp; PKS, memiliki komunikasi yg baik dgn Anies Baswedan . https://t.co/6oyi3gvGO6 #DemokratBersamaRakyat AHY Pemimpin Perubahan","PAC Partai Demokrat Kec Pesanggrahan .
Eko Biro Jasa ( Urus Perpanjangan , STNK ,SIM  , Balik Nama ,Mutasi Dll )
DM  / Tlpn ,WA  : 085101338683",Tue Aug 02 10:01:48 +0000 2022,0,0,1
1341486030,toko_weboo,🌸,Wed Apr 10 09:53:01 +0000 2013,93,863,34,25498,"tag https://t.co/kPKxFcE5I8
irwansyah duka untuk indonesia islamophobia min yoongi irene baekhyun inkigayo #TrailerDiktaDanHukum oma gill siwon axelsen klepon choi seungcheol vito lee heeseung thank you super junior he's 10 ginting brin malming https://t.co/dxCaTM9ODx","📝 Stationery a.k.a Alat Tulis, etc
📲 WA: 0852-1366-6132
🛒 Shopee: toko.weboo 👇🏻",Sun Jul 17 11:49:05 +0000 2022,1,0,1
1.41E+18,SarosoJarot,Jarot saroso,Mon Jun 21 23:22:37 +0000 2021,41,0,39,29,"@KalselKabar @prabowo @Gerindra Info, disampaikan Hakim level elektabilitas capres akan jadi pertimbangan partai politik dlm membentuk koalisi. @prabowo @Gerindra 

Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",Sks,Wed Jul 20 08:10:56 +0000 2022,0,0,1
1.54E+18,Miranda82934421,Miranda Brown,Mon Jun 13 03:45:23 +0000 2022,3,0,56,269,Rakyat Rasakan Kemajuan https://t.co/yKYMewScKD,,Sun Jul 10 04:35:02 +0000 2022,0,0,1
1.31E+18,IwanRiwaldy,Iwan Riwaldy,Tue Sep 22 04:33:55 +0000 2020,22,7,0,280,"Mahfud Md: Musuh Kita Bukan Papua, tapi KKB!
https://t.co/9gddnGmxG0.

Jokowi Peduli Negeri",,Sat Jul 23 05:32:23 +0000 2022,0,0,1
1.45E+18,babanghandshome,Rekomendasi belanja,Tue Oct 19 13:54:17 +0000 2021,99,37,56,134,"Rekomendasi barang-barang yang wajib kalian punya biar terlihat ala-ala cewe pinterest

(A trhead)

Tag
Kita Umat Terbaik•Rakyat Rasakan Kemajuan•Sapi•Qurban•Nyate https://t.co/pwHVKN6sVt",,Sun Jul 10 05:10:21 +0000 2022,18,4,1
1.41E+18,AldoSanger,Aldo Sanger,Thu Jun 17 00:56:18 +0000 2021,24,1,32,39,"@ibp_jambi @prabowo @Gerindra Keliatan sih, Pak Bowo yang kini menjadi jabatan sebagai Menhan mendapat keyakinan masyarakat yg luar biasa. @prabowo
@gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",Z,Wed Jul 20 08:37:57 +0000 2022,0,0,1
1.36E+18,TRendusara,To'pe Rendusara,Sat Feb 13 12:03:59 +0000 2021,1099,7140,4352,22319,"ARSC Gelar Simulasi, Paslon Airlangga-AHY Ungguli Prabowo-Puan https://t.co/NXaVgkeUWB #DemokratBersamaRakyat AHY Pemimpin Perubahan","Pintar ada batasnya bodoh tak bertepi... #dapse

*All tweet are personal*",Tue Aug 02 09:52:39 +0000 2022,0,0,1
574378752,jaketkulitra,Jaket Kulit RaLeather,Tue May 08 08:07:48 +0000 2012,27624,39440,0,18313,Rompi Kulit Pria MV011 https://t.co/iccCGU0L1Y BRIN,"RaLeather Produk Jaket Kulit Asli Terbaik,
Belanja Jaket Kulit Langsung dari Pabrik.
WEB: https://t.co/WiPOZjIYOv
WA: 081320608287",Sun Jul 17 12:53:16 +0000 2022,0,0,1
1.43E+18,seawordieter,makji no 1 pens freetag,Thu Aug 19 06:40:51 +0000 2021,4819,204,19010,24702,"Yuni RIP LEGEND Ragnarok #fromis_9_5thWin 770 ribu bechi #TangkapAbuJanda arafah sri asih PROUD OF ACTOR JAEHYUN jombang sule 

https://t.co/RvF453VdAO https://t.co/SHY1KAuVML",BigWin everyday 808,Thu Jul 07 12:06:43 +0000 2022,2,0,1
1.53E+18,HasanBa40276624,Hasan Basri,Sun May 22 00:21:28 +0000 2022,2,1,0,255,"Kasus Covid-19 Meningkat, Vaksinasi Booster Jadi Jalan Cegah Penularan.

Jokowi Peduli Negeri https://t.co/tHJO5HAfGg",Kehidupan yang besar dimulai dari mimpi yang besar,Sat Jul 23 04:33:39 +0000 2022,0,0,1
1.54E+18,KartikaElvira2,Kartika Elvira,Sat Jun 11 03:35:55 +0000 2022,50,30,23,34,"Kaya Manfaat, Jokowi Perintahkan Menteri KUKM Produksi Minyak Goreng Merah

#PesonaIndonesia #minyakgoreng WELCOME TO SVT #LangkahTepatKapolri Semangat Jaga Obyektifitas #เตนิวจ๋าโพก้า4ขวบแล้ว Cibubur jokowi prabowo akrab Pemimpin Pemersatu Bangsa Cegah Penularan Covid https://t.co/Q53Co7l0wl","Membela NKRI | NKRI Harga Mati | No porn | No Kadrun | indonesia Dihati | Kawal NKRI
#nkrihargamati
#pejuangmerahputih",Tue Jul 19 04:13:21 +0000 2022,2,1,1
1.53E+18,orangemebble98,granny mebble,Tue Jun 07 00:37:40 +0000 2022,5,0,0,170,Ke sarangnya Jokowi Peduli Negeri https://t.co/ASmQj67Kxc,i love the young people,Sat Jul 23 03:02:57 +0000 2022,0,0,1
584609219,anam_kuwox,Anam M2LJ,Sat May 19 09:44:00 +0000 2012,387,62,0,359,"Menerapkan Prokes Masih Ampuh Mencegah Subvarian Covid
https://t.co/ooT4arwhXe

Rakyat Rasakan Kemajuan",Selalu untuk yang terbaik/work At RikRoW_rowman'8'@_rowmania,Sun Jul 10 05:11:25 +0000 2022,0,0,1
1.41E+18,GadjahTunggal,Gadjah Tunggal,Tue Jul 06 02:18:27 +0000 2021,29,3,129,558,@Putrisejagat7 Jokowi Peduli Negeri,jalani hidup tanpa beban,Sat Jul 23 04:15:25 +0000 2022,0,0,1
1.41E+18,InuMahreza,Inu mahreza,Mon Jul 12 14:30:38 +0000 2021,20,6,19,20,"@Psadt_lampung @prabowo @Gerindra Kami satu semangat menhan Prabowo capres 2024.

@prabowo @Gerindra

Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",,Wed Jul 20 08:26:43 +0000 2022,0,0,1
1.54E+18,nadiavcsavail,availvcs,Tue Jul 05 18:09:34 +0000 2022,1,1,43,1,"BREAKING NEWS sangee bangett pengen crottt bareng , lagi cari pemimpin pemersatu bangsa nih
Ready sekarang, hadir untung melayani
Vcs bugil, colmek sampai crot dan hamil ya 
Rr: https://t.co/AlpEpIh5qo

#vcs #vcsgratis #vcsberbayar https://t.co/V3ivBUODzE",Open vcs berbayar info rr https://t.co/Vpnweql1JJ,Mon Jul 18 19:41:10 +0000 2022,8,0,1
1.36E+18,Alexand_007,Alexander Ivan,Tue Feb 02 07:06:30 +0000 2021,36,25,38,1328,Vaksin Booster menjadi perlindungan utama menghadapi kenaikan kasus Covid-19. Jokowi Peduli Negeri https://t.co/JjYM7PW3EW,,Sat Jul 23 02:11:05 +0000 2022,0,0,1
